analysis,dyad,order,ConvoVeracity,ConvoArgument,bodypartA,bodypartB,sex,topic,Q1_mean,Q2_mean,Q3_mean,Q1_abs,Q2_abs,Q3_abs,-5000,-4833.333333,-4666.666667,-4500,-4333.333333,-4166.666667,-4000,-3833.333333,-3666.666667,-3500,-3333.333333,-3166.666667,-3000,-2833.333333,-2666.666667,-2500,-2333.333333,-2166.666667,-2000,-1833.333333,-1666.666667,-1500,-1333.333333,-1166.666667,-1000,-833.3333333,-666.6666667,-500,-333.3333333,-166.6666667,0,166.6666667,333.3333333,500,666.6666667,833.3333333,1000,1166.666667,1333.333333,1500,1666.666667,1833.333333,2000,2166.666667,2333.333333,2500,2666.666667,2833.333333,3000,3166.666667,3333.333333,3500,3666.666667,3833.333333,4000,4166.666667,4333.333333,4500,4666.666667,4833.333333,5000
1,7,2,0,1,1,1,female,1,4.5,5,5.5,1,0,-1,0.084222,0.093747,0.10291,0.11131,0.1185,0.12401,0.12743,0.12842,0.12678,0.12245,0.11554,0.1063,0.09511,0.082487,0.069064,0.055549,0.042656,0.031029,0.021189,0.013484,0.0080651,0.0048751,0.0036604,0.0040156,0.0054572,0.0075061,0.0097556,0.011904,0.013754,0.015191,0.016163,0.016742,0.016878,0.016682,0.016291,0.015845,0.015487,0.015349,0.015531,0.016066,0.016892,0.017837,0.018642,0.018985,0.018518,0.016896,0.013816,0.0090524,0.0024916,-0.005853,-0.015845,-0.02725,-0.039774,-0.053086,-0.06684,-0.080676,-0.094234,-0.10718,-0.11921,-0.13009,-0.13961
1,7,2,0,1,2,2,female,1,4.5,5,5.5,1,0,-1,0.049383,0.04956,0.049294,0.048542,0.04728,0.045531,0.043376,0.040948,0.038415,0.035945,0.033674,0.031673,0.029951,0.028476,0.027202,0.0261,0.025172,0.024453,0.024008,0.023903,0.024188,0.024862,0.025859,0.027061,0.028317,0.029487,0.030468,0.03121,0.031709,0.032007,0.032182,0.032336,0.032723,0.033521,0.034895,0.036978,0.039856,0.043555,0.048012,0.053053,0.058397,0.063683,0.068515,0.072508,0.075313,0.076634,0.076238,0.07397,0.069757,0.063604,0.055596,0.045889,0.034705,0.022307,0.0089943,-0.00492,-0.019115,-0.033271,-0.04706,-0.060143,-0.072173
1,7,2,0,1,3,3,female,1,4.5,5,5.5,1,0,-1,0.097232,0.09762,0.097516,0.096647,0.094736,0.091519,0.086782,0.080403,0.072384,0.062847,0.052024,0.040251,0.027989,0.015838,0.0045134,-0.0052166,-0.012626,-0.017103,-0.018194,-0.015612,-0.0092541,0.00077815,0.014146,0.030264,0.048331,0.0674,0.086459,0.1045,0.12058,0.13389,0.14386,0.15049,0.15362,0.15356,0.15083,0.14607,0.13999,0.13332,0.12679,0.12099,0.11633,0.11299,0.11087,0.1097,0.10907,0.10843,0.1072,0.10482,0.10082,0.094903,0.086949,0.077043,0.06543,0.052476,0.038635,0.024413,0.010316,-0.0032038,-0.015778,-0.027127,-0.037032
1,7,3,1,1,1,1,female,2,4,4,5,2,0,0,-0.010526,-0.014267,-0.016938,-0.018398,-0.018681,-0.017996,-0.01669,-0.01519,-0.013939,-0.013337,-0.013687,-0.015155,-0.017748,-0.021306,-0.025526,-0.030001,-0.034261,-0.037826,-0.040236,-0.041081,-0.040036,-0.036883,-0.031529,-0.024015,-0.014502,-0.0032553,0.00936,0.022889,0.036793,0.050474,0.063323,0.075011,0.084786,0.092254,0.097129,0.099258,0.098643,0.095466,0.09008,0.082979,0.07474,0.065963,0.057212,0.048972,0.04161,0.035353,0.030271,0.026301,0.023281,0.021001,0.019238,0.017769,0.016389,0.01492,0.013241,0.011308,0.0091499,0.0068404,0.0044557,0.0020448,-0.00038563
1,7,3,1,1,2,2,female,2,4,4,5,2,0,0,-0.019294,-0.02398,-0.028362,-0.032391,-0.03606,-0.039398,-0.042459,-0.045294,-0.047934,-0.050364,-0.0525,-0.05417,-0.055113,-0.054993,-0.053449,-0.050144,-0.044832,-0.037398,-0.027888,-0.01652,-0.0036693,0.010162,0.024396,0.038445,0.051767,0.063918,0.074567,0.083494,0.090571,0.09573,0.098954,0.10035,0.099948,0.09786,0.094249,0.089348,0.083464,0.076971,0.070287,0.063827,0.057961,0.052969,0.049007,0.046085,0.044074,0.042728,0.041711,0.040642,0.039128,0.03681,0.033387,0.028653,0.022511,0.01499,0.006252,-0.0034242,-0.013673,-0.024097,-0.034318,-0.044011,-0.052914
1,7,3,1,1,3,3,female,2,4,4,5,2,0,0,-0.023998,-0.029912,-0.036278,-0.042997,-0.049967,-0.057076,-0.064184,-0.071111,-0.07764,-0.083537,-0.088588,-0.092626,-0.095542,-0.097283,-0.097855,-0.097329,-0.09585,-0.093623,-0.090874,-0.087804,-0.084546,-0.081158,-0.077633,-0.073919,-0.069946,-0.065644,-0.060966,-0.055924,-0.050599,-0.045146,-0.039772,-0.03509,-0.030856,-0.027199,-0.024212,-0.021945,-0.020397,-0.01951,-0.019172,-0.019246,-0.019593,-0.020101,-0.020681,-0.021265,-0.021798,-0.022245,-0.022599,-0.022879,-0.023105,-0.023273,-0.023341,-0.023226,-0.022819,-0.022008,-0.02068,-0.018732,-0.016077,-0.012673,-0.0085464,-0.0038077,0.0013552
1,8,2,0,1,1,1,mixed,2,4.5,5,5.5,1,-2,-1,-0.013864,-0.018533,-0.02271,-0.026359,-0.029405,-0.03174,-0.033246,-0.033832,-0.033459,-0.032163,-0.03005,-0.027284,-0.024049,-0.020529,-0.016878,-0.013215,-0.0096205,-0.0061378,-0.0027706,0.00051172,0.0037648,0.0070539,0.010433,0.013925,0.017507,0.021113,0.024636,0.027943,0.030897,0.033399,0.035429,0.037288,0.03895,0.040602,0.042432,0.044575,0.047071,0.049848,0.052731,0.05547,0.05779,0.059451,0.060299,0.060307,0.059598,0.05843,0.057169,0.056256,0.05616,0.05733,0.060139,0.064833,0.07149,0.080013,0.090137,0.10147,0.11352,0.12573,0.13753,0.14836,0.15771
1,8,2,0,1,2,2,mixed,2,4.5,5,5.5,1,-2,-1,-0.046367,-0.050479,-0.053508,-0.055151,-0.055184,-0.053486,-0.050055,-0.045015,-0.038601,-0.031137,-0.022989,-0.014523,-0.006064,0.0021331,0.0098955,0.01713,0.023811,0.02996,0.035632,0.0409,0.045849,0.050583,0.055225,0.059915,0.064811,0.070071,0.075842,0.082227,0.089263,0.096905,0.10502,0.11371,0.12243,0.1308,0.13841,0.14481,0.14957,0.1523,0.15264,0.15037,0.14539,0.13776,0.12777,0.11586,0.10269,0.089039,0.07579,0.063826,0.053992,0.047016,0.04344,0.04357,0.047433,0.054772,0.065066,0.077575,0.091406,0.10559,0.11914,0.13118,0.14094
1,8,2,0,1,3,3,mixed,2,4.5,5,5.5,1,-2,-1,-0.015495,-0.013118,-0.010999,-0.0098734,-0.010465,-0.013384,-0.019021,-0.027494,-0.038624,-0.051963,-0.066819,-0.082309,-0.097413,-0.11105,-0.12215,-0.12972,-0.13294,-0.13115,-0.12395,-0.11119,-0.093001,-0.069831,-0.042478,-0.012097,0.019821,0.051529,0.081115,0.10665,0.12636,0.13885,0.1433,0.13996,0.12927,0.11262,0.091807,0.068838,0.045628,0.023842,0.00477,-0.010711,-0.022128,-0.029357,-0.032532,-0.031968,-0.028094,-0.021422,-0.012517,-0.0019772,0.0096118,0.021714,0.033874,0.045723,0.056973,0.067396,0.07682,0.08512,0.092231,0.098138,0.10289,0.10659,0.10943
