Controls,Pair,Task,Deception,Conflict,Gender,Age,Topic,FeltClose,FeltUnderstood,Understood,DiffFeltClose,DiffFeltUnderstood,DiffUnderstood,SpeechbeatRR,SpeechbeatDET,SpeechbeatL,SpeechbeatLMAX,SpeechbeatENTR,SpeechbeatT2
3,60,2,1,1,3,19.5,1,4.5,5.5,5.5,1,1,1,0.058141,0.797558,5.93391,54,2.31295,65.6307
3,62,2,1,1,3,18.5,2,5,5.5,5,2,1,2,NaN,NaN,NaN,NaN,NaN,NaN
3,65,2,0,1,1,21,7,3.5,4.5,5.5,1,1,1,0.104436,0.77949,3.57218,25,1.5243,33.6865
3,66,2,0,1,1,19.5,4,4.5,5,5,1,0,0,0.0642923,0.540086,2.53218,14,0.945272,33.4214
3,67,2,1,1,3,18.5,1,3.5,4.5,5.5,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN
3,68,2,0,1,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
3,71,2,0,1,3,18.5,7,6,5.5,6,0,1,0,NaN,NaN,NaN,NaN,NaN,NaN
3,72,2,0,1,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
3,74,2,1,1,0,18.5,10,4,5,5,0,0,0,0.0137907,0.35748,2.28371,7,0.658296,80.6855
3,75,2,0,1,0,20,2,4.5,5,5.5,1,2,1,0.0199802,0.342418,2.41614,7,0.802102,42.4807
3,48,3,0,1,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
3,49,3,0,1,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
3,50,3,0,1,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
3,52,3,0,1,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
3,53,3,0,1,1,18,7,6,6,6,0,0,0,0.103129,0.850656,6.00088,91,1.97993,29.6969
3,54,3,1,1,3,18.5,6,4,5.5,5.5,2,1,1,0.0321695,0.351719,2.40528,4,0.678233,438.433
3,56,3,1,1,1,19.5,7,4.5,4.5,5,1,1,0,0.021723,0.658383,3.13661,13,1.32436,63.621
3,59,3,0,1,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
3,60,3,0,1,3,19.5,5,5,5.5,5.5,2,1,1,0.0398751,0.618792,2.9077,13,1.30256,43.417
3,62,3,0,1,3,18.5,7,5,5,5.5,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN
3,65,3,1,1,1,21,1,4,5.5,5,0,1,0,0.093935,0.775898,2.96101,14,1.28812,35.0657
3,66,3,1,1,1,19.5,7,4,4.5,4.5,0,1,1,0.0972472,0.792625,4.98403,64,1.81219,39.3024
3,67,3,0,1,3,18.5,7,2.5,4,3.5,1,2,1,NaN,NaN,NaN,NaN,NaN,NaN
3,68,3,0,1,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
3,71,3,1,1,3,18.5,5,6,6,6,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
3,72,3,0,1,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
3,74,3,0,1,0,18.5,1,4,4.5,5,0,1,0,0.00761255,0.200648,2.48928,4,0.667783,120.147
3,75,3,1,1,0,20,1,5,5,5.5,0,2,1,0.00948222,0.168357,2.05771,4,0.22362,73.0657
